,UserId,SessionId,ArticleId_served,Click,Percentage Time Spent
97,6,3,2888,0,0
98,6,3,119,0,0
99,6,3,3652,1,14
100,6,4,3773,0,0
101,6,4,1969,0,0
102,6,4,1952,0,0
103,6,4,409,0,0
104,6,4,4017,1,22
105,6,4,3766,0,0
106,6,4,4455,1,16
107,6,4,3754,0,0
108,6,4,1847,0,0
109,6,4,4765,0,0
110,7,1,106,0,0
111,7,1,3649,0,0
112,7,1,1826,0,0
113,7,1,1294,0,0
114,7,1,3031,0,0
115,7,1,2635,1,12
116,7,1,4336,0,0
117,7,1,4453,0,0
118,7,1,3490,0,0
119,7,1,3018,1,10
120,8,1,2000,0,0
121,8,1,4229,1,27
122,8,1,2090,0,0
123,8,1,1929,0,0
124,8,1,4254,0,0
125,8,1,621,0,0
126,8,1,3158,0,0
127,8,1,47,0,0
128,8,1,4704,0,0
129,8,1,3250,0,0
130,8,2,4306,0,0
131,8,2,4641,0,0
132,8,2,3493,0,0
133,8,2,1216,0,0
134,8,2,4416,0,0
135,8,2,1769,0,0
136,8,2,922,0,0
137,8,2,1898,0,0
138,8,2,2462,0,0
139,8,2,168,1,14
140,8,3,2938,0,0
141,8,3,191,1,20
142,8,3,2104,0,0
143,8,3,2096,0,0
144,8,3,3582,0,0
145,8,3,710,0,0
146,8,3,4629,1,12
147,8,3,224,0,0
148,8,3,1838,0,0
149,8,3,3606,0,0
150,9,1,1000,1,11
151,9,1,3819,0,0
152,9,1,3639,0,0
153,9,1,2132,0,0
154,9,1,942,1,13
155,9,1,636,0,0
156,9,1,1044,0,0
157,9,1,3737,0,0
158,9,1,2920,1,10
159,9,1,1931,1,11
160,10,1,4750,1,8
161,10,1,4453,0,0
162,10,1,3385,0,0
163,10,1,3542,0,0
164,10,1,3312,0,0
165,10,1,4249,1,11
166,10,1,2636,0,0
167,10,1,4257,0,0
168,10,1,2005,0,0
169,10,1,2982,0,0
170,10,2,2531,1,19
171,10,2,2678,0,0
172,10,2,2235,0,0
173,10,2,2219,0,0
174,10,2,475,0,0
175,10,2,1521,0,0
176,10,2,4218,0,0
177,10,2,1663,0,0
178,10,2,2215,0,0
179,10,2,2818,0,0
180,10,3,3690,0,0
181,10,3,3031,0,0
182,10,3,4478,0,0
183,10,3,3856,0,0
184,10,3,2622,0,0
185,10,3,1950,1,19
186,10,3,856,0,0
187,10,3,4394,0,0
188,10,3,4684,0,0
189,10,3,1086,0,0
190,10,4,53,0,0
191,10,4,2203,0,0
192,10,4,1449,1,14
193,10,4,628,0,0
194,10,4,3107,0,0
195,10,4,3553,0,0
196,10,4,1251,0,0
197,10,4,355,0,0
198,10,4,4307,0,0
199,10,4,2935,0,0
200,10,5,2567,1,8
201,10,5,3301,0,0
202,10,5,2811,0,0
203,10,5,2804,0,0
204,10,5,920,0,0
205,10,5,100,1,7
206,10,5,4590,0,0
207,10,5,731,0,0
208,10,5,4806,0,0
209,10,5,483,0,0
210,10,6,2648,0,0
211,10,6,1652,0,0
212,10,6,3517,0,0
213,10,6,4474,0,0
214,10,6,4424,1,12
215,10,6,2639,0,0
216,10,6,4768,0,0
217,10,6,3172,0,0
218,10,6,1367,0,0
219,10,6,1034,0,0
220,11,1,3965,1,8
221,11,1,2576,0,0
222,11,1,3516,1,6
223,11,1,1207,0,0
224,11,1,1041,0,0
225,11,1,1831,0,0
226,11,1,1395,0,0
227,11,1,955,0,0
228,11,1,2384,1,23
229,11,1,3921,0,0
230,12,1,4727,0,0
231,12,1,3372,0,0
232,12,1,4337,0,0
233,12,1,4576,0,0
234,12,1,3544,1,8
235,12,1,2549,1,6
236,12,1,1255,1,13
237,12,1,4767,1,7
238,12,1,4391,1,12
239,12,1,1008,0,0
240,13,1,1595,1,6
241,13,1,3155,0,0
242,13,1,1456,0,0
243,13,1,4456,0,0
244,13,1,2467,0,0
245,13,1,2878,0,0
246,13,1,1491,0,0
247,13,1,3939,0,0
248,13,1,1285,0,0
249,13,1,3372,0,0
250,13,2,745,0,0
251,13,2,1392,0,0
252,13,2,2864,0,0
253,13,2,3310,0,0
254,13,2,3921,0,0
255,13,2,1047,0,0
256,13,2,3265,1,13
257,13,2,817,0,0
258,13,2,4378,0,0
259,13,2,4552,0,0
260,13,3,4270,0,0
261,13,3,1883,0,0
262,13,3,4822,1,9
263,13,3,3087,0,0
264,13,3,3538,0,0
265,13,3,2283,0,0
266,13,3,3507,0,0
267,13,3,598,0,0
268,13,3,1431,0,0
269,13,3,3127,0,0
270,13,4,4029,1,14
271,13,4,3552,0,0
272,13,4,4051,0,0
273,13,4,4254,0,0
274,13,4,1802,0,0
275,13,4,941,0,0
276,13,4,1813,1,12
277,13,4,3510,0,0
278,13,4,826,1,23
279,13,4,3716,0,0
280,14,1,3904,0,0
281,14,1,1293,0,0
282,14,1,2655,1,24
283,14,1,2371,0,0
284,14,1,1407,0,0
285,14,1,3834,0,0
286,14,1,656,0,0
287,14,1,1583,0,0
288,14,1,373,1,9
289,14,1,1745,1,14
290,14,2,1303,0,0
291,14,2,941,0,0
292,14,2,2750,0,0
293,14,2,4001,0,0
294,14,2,4270,0,0
295,14,2,4736,0,0
296,14,2,1934,1,5
297,14,2,2172,0,0
298,14,2,2362,0,0
299,14,2,1102,1,11
300,14,3,3116,0,0
301,14,3,3864,1,15
302,14,3,1828,1,15
303,14,3,599,1,17
304,14,3,2485,0,0
305,14,3,2426,0,0
306,14,3,4585,0,0
307,14,3,1513,0,0
308,14,3,80,0,0
309,14,3,3019,0,0
310,14,4,1588,0,0
311,14,4,4404,0,0
312,14,4,1093,1,18
313,14,4,4110,0,0
314,14,4,2899,0,0
315,14,4,4126,0,0
316,14,4,2452,0,0
317,14,4,54,0,0
318,14,4,4135,0,0
319,14,4,268,0,0
320,15,1,4712,0,0
321,15,1,3263,0,0
322,15,1,342,1,24
323,15,1,523,0,0
324,15,1,1287,0,0
325,15,1,2323,0,0
326,15,1,3388,0,0
327,15,1,4617,1,15
328,15,1,4341,0,0
329,15,1,3071,1,8
330,15,2,3258,0,0
331,15,2,2517,0,0
332,15,2,3800,0,0
333,15,2,2376,1,14
334,15,2,220,1,8
335,15,2,2485,0,0
336,15,2,4431,1,6
337,15,2,597,0,0
338,15,2,323,0,0
339,15,2,4375,0,0
340,15,3,2232,0,0
341,15,3,3697,0,0
342,15,3,2400,0,0
343,15,3,3328,0,0
344,15,3,2284,0,0
345,15,3,1258,0,0
346,15,3,246,0,0
347,15,3,3195,1,8
348,15,3,4027,0,0
349,15,3,1322,0,0
350,15,4,548,1,9
351,15,4,4276,1,21
352,15,4,3666,0,0
353,15,4,541,0,0
354,15,4,4079,0,0
355,15,4,2347,0,0
356,15,4,887,0,0
357,15,4,1294,0,0
358,15,4,2179,0,0
359,15,4,2505,0,0
360,15,5,948,1,11
361,15,5,862,0,0
362,15,5,4460,0,0
363,15,5,3837,0,0
364,15,5,1908,0,0
365,15,5,4744,0,0
366,15,5,4440,0,0
367,15,5,4299,0,0
368,15,5,3459,0,0
369,15,5,1820,0,0
370,16,1,1813,0,0
371,16,1,3696,1,16
372,16,1,3088,0,0
373,16,1,1746,0,0
374,16,1,3779,0,0
375,16,1,23,0,0
376,16,1,1698,0,0
377,16,1,406,1,10
378,16,1,1758,0,0
379,16,1,4388,1,14
380,16,2,1253,0,0
381,16,2,3205,0,0
382,16,2,480,0,0
383,16,2,112,0,0
384,16,2,939,0,0
385,16,2,1935,0,0
386,16,2,1685,0,0
387,16,2,4300,0,0
388,16,2,4726,1,13
389,16,2,3626,0,0
390,16,3,2360,0,0
391,16,3,3632,0,0
392,16,3,2240,0,0
393,16,3,4124,1,20
394,16,3,1224,0,0
395,16,3,4106,0,0
396,16,3,3178,0,0
397,16,3,4436,0,0
398,16,3,4192,0,0
399,16,3,2212,0,0
400,17,1,3081,0,0
401,17,1,4154,0,0
402,17,1,3245,1,19
403,17,1,1557,0,0
404,17,1,1637,0,0
405,17,1,52,0,0
406,17,1,2598,1,7
407,17,1,4397,0,0
408,17,1,1507,0,0
409,17,1,2733,0,0
410,18,1,1360,0,0
411,18,1,4461,0,0
412,18,1,3721,0,0
413,18,1,3711,0,0
414,18,1,1779,0,0
415,18,1,2673,0,0
416,18,1,1110,1,7
417,18,1,2140,0,0
418,18,1,2698,1,19
419,18,1,2391,0,0
420,18,2,2259,0,0
421,18,2,1979,0,0
422,18,2,226,0,0
423,18,2,4442,0,0
424,18,2,2617,1,6
425,18,2,1498,0,0
426,18,2,1955,0,0
427,18,2,1466,0,0
428,18,2,249,1,19
429,18,2,343,0,0
430,18,3,2223,0,0
431,18,3,4605,0,0
432,18,3,63,0,0
433,18,3,2616,0,0
434,18,3,2226,0,0
435,18,3,651,0,0
436,18,3,1862,0,0
437,18,3,4028,1,8
438,18,3,581,0,0
439,18,3,2452,0,0
440,18,4,2744,0,0
441,18,4,4691,0,0
442,18,4,1734,0,0
443,18,4,4672,1,19
444,18,4,948,0,0
445,18,4,3689,0,0
446,18,4,4353,1,12
447,18,4,207,0,0
448,18,4,2941,0,0
449,18,4,704,0,0
450,18,5,88,0,0
451,18,5,901,0,0
452,18,5,2251,0,0
453,18,5,474,1,11
454,18,5,85,0,0
455,18,5,3829,0,0
456,18,5,1436,0,0
457,18,5,3671,0,0
458,18,5,956,0,0
459,18,5,469,0,0
460,18,6,2775,0,0
461,18,6,4588,0,0
462,18,6,2982,0,0
463,18,6,3111,1,18
464,18,6,1922,0,0
465,18,6,4493,1,16
466,18,6,2533,1,18
467,18,6,934,0,0
468,18,6,378,0,0
469,18,6,3165,1,15
470,18,7,3159,1,11
471,18,7,1319,0,0
472,18,7,4395,0,0
473,18,7,2468,0,0
474,18,7,4390,0,0
475,18,7,2096,0,0
476,18,7,2091,1,20
477,18,7,3820,1,13
478,18,7,4146,0,0
479,18,7,1397,1,16
480,18,8,84,0,0
481,18,8,1506,0,0
482,18,8,3401,0,0
483,18,8,1932,1,5
484,18,8,2796,0,0
485,18,8,4028,0,0
486,18,8,2161,0,0
487,18,8,149,1,10
488,18,8,235,0,0
489,18,8,912,0,0
490,18,9,4374,0,0
491,18,9,2409,1,21
492,18,9,2315,0,0
493,18,9,4755,0,0
494,18,9,1728,1,4
495,18,9,4794,0,0
496,18,9,3848,0,0
497,18,9,4395,1,7
498,18,9,1184,0,0
499,18,9,941,0,0
500,19,1,2020,0,0
501,19,1,3602,0,0
502,19,1,3136,0,0
503,19,1,4364,1,14
504,19,1,2892,0,0
505,19,1,3766,1,7
506,19,1,3942,0,0
507,19,1,433,0,0
508,19,1,2544,0,0
509,19,1,3136,0,0
510,19,2,3784,0,0
511,19,2,2850,0,0
512,19,2,1347,0,0
513,19,2,2954,1,14
514,19,2,4304,0,0
515,19,2,4012,1,19
516,19,2,3987,1,18
517,19,2,890,1,12
518,19,2,1651,0,0
519,19,2,3456,0,0
520,19,3,702,0,0
521,19,3,968,0,0
522,19,3,2505,0,0
523,19,3,4508,0,0
524,19,3,2834,0,0
525,19,3,1316,1,12
526,19,3,3472,0,0
527,19,3,1715,0,0
528,19,3,139,1,9
529,19,3,4197,0,0
530,20,1,2531,1,16
531,20,1,747,0,0
532,20,1,2136,0,0
533,20,1,4818,1,14
534,20,1,220,0,0
535,20,1,472,0,0
536,20,1,204,0,0
537,20,1,290,0,0
538,20,1,3501,0,0
539,20,1,4604,0,0
540,21,1,394,0,0
541,21,1,2227,0,0
542,21,1,2653,0,0
543,21,1,2511,1,9
544,21,1,4293,0,0
545,21,1,4111,1,15
546,21,1,3370,0,0
547,21,1,4726,0,0
548,21,1,3034,0,0
549,21,1,3140,0,0
550,21,2,2201,1,12
551,21,2,2562,1,16
552,21,2,1324,0,0
553,21,2,2950,0,0
554,21,2,1391,0,0
555,21,2,3933,0,0
556,21,2,1594,0,0
557,21,2,3821,0,0
558,21,2,2986,0,0
559,21,2,12,0,0
560,22,1,3384,0,0
561,22,1,1479,0,0
562,22,1,2536,0,0
563,22,1,245,0,0
564,22,1,2572,1,19
565,22,1,2293,0,0
566,22,1,91,0,0
567,22,1,794,0,0
568,22,1,4054,0,0
569,22,1,4487,1,12
570,23,1,2759,0,0
571,23,1,3837,0,0
572,23,1,318,1,7
573,23,1,4002,0,0
574,23,1,720,0,0
575,23,1,2062,0,0
576,23,1,3471,0,0
577,23,1,204,1,9
578,23,1,2687,0,0
579,23,1,4236,0,0
580,23,2,2952,0,0
581,23,2,3396,0,0
582,23,2,3554,0,0
583,23,2,1674,1,11
584,23,2,3488,0,0
585,23,2,1521,0,0
586,23,2,4672,0,0
587,23,2,3597,0,0
588,23,2,4588,0,0
589,23,2,2434,0,0
590,23,3,218,0,0
591,23,3,4545,0,0
592,23,3,2168,0,0
593,23,3,3019,1,14
594,23,3,2575,0,0
595,23,3,399,0,0
596,23,3,783,0,0
597,23,3,4310,0,0
598,23,3,3329,0,0
599,23,3,4020,0,0
600,23,4,1113,0,0
601,23,4,3306,0,0
602,23,4,4531,0,0
603,23,4,1680,1,9
604,23,4,4427,0,0
605,23,4,1786,0,0
606,23,4,3705,0,0
607,23,4,2055,0,0
608,23,4,2288,1,17
609,23,4,913,0,0
610,23,5,4503,0,0
611,23,5,1576,1,22
612,23,5,1262,0,0
613,23,5,89,0,0
614,23,5,4149,0,0
615,23,5,2497,1,8
616,23,5,1474,0,0
617,23,5,1364,0,0
618,23,5,3698,1,8
619,23,5,1431,0,0
620,24,1,4567,0,0
621,24,1,1954,0,0
622,24,1,2931,0,0
623,24,1,1560,0,0
624,24,1,1099,1,5
625,24,1,2938,0,0
626,24,1,3309,0,0
627,24,1,2315,0,0
628,24,1,2754,1,21
629,24,1,34,1,18
630,25,1,1744,0,0
631,25,1,3065,0,0
632,25,1,4542,0,0
633,25,1,4647,0,0
634,25,1,1353,0,0
635,25,1,3597,0,0
636,25,1,3366,1,13
637,25,1,2284,0,0
638,25,1,3836,1,8
639,25,1,1494,1,4
640,26,1,3533,0,0
641,26,1,371,1,4
642,26,1,4120,0,0
643,26,1,3980,0,0
644,26,1,1119,0,0
645,26,1,3616,0,0
646,26,1,1328,0,0
647,26,1,143,0,0
648,26,1,1994,0,0
649,26,1,3573,0,0
650,26,2,4731,1,9
651,26,2,674,0,0
652,26,2,3419,0,0
653,26,2,4499,0,0
654,26,2,584,1,21
655,26,2,1694,0,0
656,26,2,1942,0,0
657,26,2,2464,0,0
658,26,2,117,0,0
659,26,2,79,0,0
660,26,3,1773,0,0
661,26,3,3146,0,0
662,26,3,3528,0,0
663,26,3,2986,0,0
664,26,3,1470,0,0
665,26,3,2287,0,0
666,26,3,1506,0,0
667,26,3,4751,1,20
668,26,3,895,0,0
669,26,3,3992,1,19
670,26,4,3216,0,0
671,26,4,486,1,8
672,26,4,2115,0,0
673,26,4,3889,0,0
674,26,4,4819,0,0
675,26,4,3307,0,0
676,26,4,2733,1,19
677,26,4,4112,0,0
678,26,4,4618,0,0
679,26,4,4505,0,0
680,27,1,3011,0,0
681,27,1,1027,0,0
682,27,1,904,0,0
683,27,1,8,0,0
684,27,1,1512,0,0
685,27,1,2299,1,17
686,27,1,528,0,0
687,27,1,2586,0,0
688,27,1,1354,0,0
689,27,1,2463,0,0
690,27,2,4587,0,0
691,27,2,3800,0,0
692,27,2,2754,1,4
693,27,2,266,0,0
694,27,2,1512,0,0
695,27,2,1151,0,0
696,27,2,1284,0,0
697,27,2,1665,0,0
698,27,2,1450,0,0
699,27,2,2219,0,0
700,27,3,730,0,0
701,27,3,3937,0,0
702,27,3,839,0,0
703,27,3,4378,1,24
704,27,3,2518,0,0
705,27,3,1996,0,0
706,27,3,4243,1,9
707,27,3,4190,0,0
708,27,3,2985,0,0
709,27,3,2866,0,0
710,27,4,941,1,16
711,27,4,4588,0,0
712,27,4,2011,0,0
713,27,4,587,0,0
714,27,4,2103,1,18
715,27,4,1110,0,0
716,27,4,3752,0,0
717,27,4,1849,0,0
718,27,4,3220,0,0
719,27,4,643,0,0
720,28,1,1426,0,0
721,28,1,2524,0,0
722,28,1,4096,0,0
723,28,1,1738,1,9
724,28,1,4317,1,10
725,28,1,3694,0,0
726,28,1,551,0,0
727,28,1,819,0,0
728,28,1,3556,0,0
729,28,1,3228,0,0
730,28,2,3954,0,0
731,28,2,3897,0,0
732,28,2,1355,0,0
733,28,2,1704,0,0
734,28,2,3349,1,7
735,28,2,4616,0,0
736,28,2,4093,0,0
737,28,2,2572,0,0
738,28,2,4629,0,0
739,28,2,2208,0,0
740,29,1,2511,0,0
741,29,1,1153,0,0
742,29,1,3332,0,0
743,29,1,1554,1,16
744,29,1,857,0,0
745,29,1,4233,0,0
746,29,1,2358,1,12
747,29,1,3683,0,0
748,29,1,3975,1,9
749,29,1,1436,1,18
750,29,2,2012,1,9
751,29,2,4690,0,0
752,29,2,1684,0,0
753,29,2,4335,0,0
754,29,2,4616,1,8
755,29,2,4092,0,0
756,29,2,3306,0,0
757,29,2,3324,1,11
758,29,2,4774,1,14
759,29,2,351,0,0
760,29,3,655,0,0
761,29,3,1087,0,0
762,29,3,1523,0,0
763,29,3,1346,1,12
764,29,3,1785,0,0
765,29,3,3991,0,0
766,29,3,992,0,0
767,29,3,4510,0,0
768,29,3,369,0,0
769,29,3,3069,0,0
770,30,1,202,1,8
771,30,1,3644,0,0
772,30,1,1001,1,15
773,30,1,1176,0,0
774,30,1,4736,0,0
775,30,1,2422,0,0
776,30,1,3599,0,0
777,30,1,185,0,0
778,30,1,4449,0,0
779,30,1,2174,0,0
780,31,1,909,0,0
781,31,1,3647,0,0
782,31,1,1849,1,20
783,31,1,544,0,0
784,31,1,1623,0,0
785,31,1,448,1,12
786,31,1,3000,0,0
787,31,1,3747,0,0
788,31,1,3315,0,0
789,31,1,3663,1,16
790,32,1,306,0,0
791,32,1,428,0,0
792,32,1,3,0,0
793,32,1,3712,0,0
794,32,1,2468,0,0
795,32,1,4113,1,16
796,32,1,3423,0,0
797,32,1,3001,0,0
798,32,1,1447,0,0
799,32,1,1718,0,0
800,33,1,2971,0,0
801,33,1,3535,1,17
802,33,1,1660,0,0
803,33,1,2901,0,0
804,33,1,1060,0,0
805,33,1,3297,0,0
806,33,1,3502,0,0
807,33,1,3970,0,0
808,33,1,1749,0,0
809,33,1,2504,0,0
810,34,1,3105,0,0
811,34,1,2305,0,0
812,34,1,559,1,14
813,34,1,2975,1,27
814,34,1,1009,0,0
815,34,1,3283,0,0
816,34,1,2800,0,0
817,34,1,3176,0,0
818,34,1,2226,0,0
819,34,1,1732,0,0
820,35,1,551,0,0
821,35,1,1968,0,0
822,35,1,1651,1,15
823,35,1,4545,0,0
824,35,1,3506,0,0
825,35,1,3059,1,14
826,35,1,2511,0,0
827,35,1,489,0,0
828,35,1,3668,0,0
829,35,1,3632,0,0
830,35,2,3815,0,0
831,35,2,2774,0,0
832,35,2,4089,0,0
833,35,2,4678,0,0
834,35,2,3713,0,0
835,35,2,1218,1,21
836,35,2,3965,0,0
837,35,2,2687,0,0
838,35,2,1116,1,8
839,35,2,484,0,0
840,35,3,4003,0,0
841,35,3,1655,0,0
842,35,3,3068,0,0
843,35,3,4036,1,16
844,35,3,3337,0,0
845,35,3,2135,1,9
846,35,3,4383,0,0
847,35,3,2810,0,0
848,35,3,248,0,0
849,35,3,1445,0,0
850,36,1,1867,0,0
851,36,1,840,0,0
852,36,1,4338,0,0
853,36,1,2344,1,10
854,36,1,3156,0,0
855,36,1,1314,0,0
856,36,1,1142,0,0
857,36,1,282,1,23
858,36,1,1883,0,0
859,36,1,141,0,0
860,37,1,82,0,0
861,37,1,503,0,0
862,37,1,2601,0,0
863,37,1,152,0,0
864,37,1,297,0,0
865,37,1,4608,1,12
866,37,1,3584,0,0
867,37,1,546,1,7
868,37,1,1836,0,0
869,37,1,3527,0,0
870,37,2,3716,0,0
871,37,2,4245,1,6
872,37,2,2978,0,0
873,37,2,4015,1,23
874,37,2,2999,0,0
875,37,2,2891,0,0
876,37,2,3012,0,0
877,37,2,1813,0,0
878,37,2,2146,1,10
879,37,2,1602,0,0
880,38,1,1316,0,0
881,38,1,2213,1,6
882,38,1,2490,0,0
883,38,1,2237,0,0
884,38,1,502,0,0
885,38,1,1329,0,0
886,38,1,4261,0,0
887,38,1,1145,1,4
888,38,1,4498,0,0
889,38,1,3043,0,0
890,39,1,3323,0,0
891,39,1,3756,0,0
892,39,1,3705,1,12
893,39,1,4729,0,0
894,39,1,592,0,0
895,39,1,564,0,0
896,39,1,2150,0,0
897,39,1,2213,0,0
898,39,1,226,0,0
899,39,1,3147,0,0
900,40,1,4799,0,0
901,40,1,3663,0,0
902,40,1,3610,0,0
903,40,1,3956,0,0
904,40,1,946,0,0
905,40,1,2835,0,0
906,40,1,611,0,0
907,40,1,4155,0,0
908,40,1,3649,1,25
909,40,1,3892,1,18
910,41,1,2321,1,13
911,41,1,2178,0,0
912,41,1,4773,0,0
913,41,1,2040,0,0
914,41,1,3587,1,16
915,41,1,3343,1,11
916,41,1,1098,0,0
917,41,1,2300,1,8
918,41,1,1034,0,0
919,41,1,779,0,0
920,41,2,4255,0,0
921,41,2,2095,0,0
922,41,2,3613,0,0
923,41,2,2989,0,0
924,41,2,2840,0,0
925,41,2,3898,0,0
926,41,2,327,0,0
927,41,2,4602,1,12
928,41,2,919,0,0
929,41,2,1568,0,0
930,41,3,1957,0,0
931,41,3,3051,0,0
932,41,3,1575,0,0
933,41,3,4277,0,0
934,41,3,4030,0,0
935,41,3,987,0,0
936,41,3,4630,1,20
937,41,3,458,0,0
938,41,3,2969,0,0
939,41,3,2432,0,0
940,42,1,1343,0,0
941,42,1,2147,1,4
942,42,1,385,0,0
943,42,1,4527,0,0
944,42,1,1375,0,0
945,42,1,1240,0,0
946,42,1,503,1,9
947,42,1,3402,0,0
948,42,1,3680,0,0
949,42,1,3540,0,0
950,42,2,3951,0,0
951,42,2,1702,0,0
952,42,2,3658,0,0
953,42,2,3824,1,7
954,42,2,1811,0,0
955,42,2,1438,0,0
956,42,2,533,0,0
957,42,2,3920,0,0
958,42,2,1072,0,0
959,42,2,275,0,0
960,42,3,2395,1,15
961,42,3,41,0,0
962,42,3,3764,0,0
963,42,3,548,1,14
964,42,3,1961,0,0
965,42,3,3742,0,0
966,42,3,76,0,0
967,42,3,4248,0,0
968,42,3,1587,0,0
969,42,3,2517,0,0
970,43,1,1511,1,12
971,43,1,2257,1,19
972,43,1,1351,1,4
973,43,1,2334,1,14
974,43,1,2733,1,18
975,43,1,261,1,27
976,43,1,1886,0,0
977,43,1,892,0,0
978,43,1,4633,0,0
979,43,1,269,0,0
980,43,2,2881,0,0
981,43,2,2965,0,0
982,43,2,1778,0,0
983,43,2,1080,0,0
984,43,2,3631,0,0
985,43,2,1402,0,0
986,43,2,1757,0,0
987,43,2,1136,0,0
988,43,2,3459,1,17
989,43,2,3867,0,0
990,44,1,4049,0,0
991,44,1,2484,0,0
992,44,1,3429,0,0
993,44,1,3973,1,20
994,44,1,1314,0,0
995,44,1,4334,0,0
996,44,1,973,0,0
997,44,1,4257,0,0
998,44,1,2133,0,0
999,44,1,2686,0,0
1000,45,1,3610,0,0
1001,45,1,2768,0,0
1002,45,1,1717,0,0
1003,45,1,1150,0,0
1004,45,1,797,0,0
1005,45,1,1857,0,0
1006,45,1,896,1,8
1007,45,1,4810,0,0
1008,45,1,4600,0,0
1009,45,1,3299,0,0
1010,45,2,1986,0,0
1011,45,2,626,1,15
1012,45,2,4135,0,0
1013,45,2,4360,0,0
1014,45,2,3832,0,0
1015,45,2,871,0,0
1016,45,2,3338,0,0
1017,45,2,3327,1,18
1018,45,2,4520,0,0
1019,45,2,2879,0,0
1020,46,1,885,1,18
1021,46,1,4336,1,20
1022,46,1,1131,0,0
1023,46,1,119,0,0
1024,46,1,4499,0,0
1025,46,1,4731,0,0
1026,46,1,4405,0,0
1027,46,1,1234,0,0
1028,46,1,265,0,0
1029,46,1,4706,0,0
1030,46,2,1723,1,10
1031,46,2,2512,1,14
1032,46,2,82,0,0
1033,46,2,198,1,10
1034,46,2,3880,0,0
1035,46,2,510,0,0
1036,46,2,264,0,0
1037,46,2,3071,1,12
1038,46,2,923,1,15
1039,46,2,3030,0,0
1040,46,3,746,1,5
1041,46,3,2884,0,0
1042,46,3,2406,1,18
1043,46,3,2268,1,13
1044,46,3,634,0,0
1045,46,3,1872,0,0
1046,46,3,139,0,0
1047,46,3,4358,0,0
1048,46,3,1496,0,0
1049,46,3,2183,0,0
1050,47,1,4313,0,0
1051,47,1,796,0,0
1052,47,1,10,0,0
1053,47,1,3612,0,0
1054,47,1,622,0,0
1055,47,1,2342,0,0
1056,47,1,4474,1,11
1057,47,1,4298,0,0
1058,47,1,485,0,0
1059,47,1,2407,0,0
1060,48,1,447,0,0
1061,48,1,948,0,0
1062,48,1,4252,0,0
1063,48,1,3116,0,0
1064,48,1,690,0,0
1065,48,1,3410,0,0
1066,48,1,1898,0,0
1067,48,1,3584,1,9
1068,48,1,141,0,0
1069,48,1,3517,1,16
1070,49,1,3941,0,0
1071,49,1,496,0,0
1072,49,1,4284,0,0
1073,49,1,1719,0,0
1074,49,1,195,0,0
1075,49,1,4418,0,0
1076,49,1,3516,0,0
1077,49,1,2110,1,9
1078,49,1,2765,0,0
1079,49,1,2737,0,0
1080,50,1,98,1,13
